,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Url,Reactor,Endt,duration
285,285,285,2.0,Penly,2016-08-26,2016-11-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-26,Penly_2,,76.0
286,286,286,1.0,Cattenom,2016-05-27,2016-10-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-n-18,Cattenom_1,,151.0
287,287,287,1.0,Flamanville,2016-09-15,2016-10-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-n-14,Flamanville_1,,31.0
288,288,288,2.0,Belleville-sur-Loire,2016-07-15,2016-10-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-296,Belleville-sur-Loire_2,,92.0
289,289,289,1.0,Chinon,2016-08-26,2016-10-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-19,Chinon_1,,52.0
290,290,290,2.0,Chinon,2016-03-18,2016-10-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-210,Chinon_2,,214.0
291,291,291,1.0,Cruas-Meysse,2016-07-15,2016-08-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-190,Cruas-Meysse_1,,47.0
292,292,292,1.0,Blayais,2016-03-25,2016-09-25,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-18,Blayais_1,,184.0
293,293,293,4.0,Blayais,2016-08-19,2016-10-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-n-4,Blayais_4,,45.0
294,294,294,1.0,Cruas-Meysse,2016-07-15,2016-08-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-18,Cruas-Meysse_1,,47.0
295,295,295,3.0,Gravelines,2016-06-17,2016-09-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-35,Gravelines_3,,83.0
296,296,296,1.0,Saint-Laurent-des-Eaux,2016-07-01,2016-09-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-189,Saint-Laurent-des-Eaux_1,,69.0
297,297,297,1.0,Dampierre-en-Burly,2016-08-12,2016-09-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-188,Dampierre-en-Burly_1,,34.0
298,298,298,3.0,Blayais,2016-11-06,2016-08-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-visite-partielle-du-reacteur-n-34,Blayais_3,,-74.0
299,299,299,1.0,Nogent-sur-Seine,2016-07-15,2016-08-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-187,Nogent-sur-Seine_1,,37.0
300,300,300,4.0,Dampierre-en-Burly,2016-06-10,2016-08-16,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-442,Dampierre-en-Burly_4,,67.0
301,301,301,2.0,Dampierre-en-Burly,2016-03-18,2016-08-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-295,Dampierre-en-Burly_2,,141.0
302,302,302,4.0,Chinon,2016-05-20,2016-08-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-441,Chinon_4,,85.0
303,303,303,2.0,Bugey,2016-02-26,2016-07-18,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-associe-a-la-visite-partielle-du-reacteur-2,Bugey_2,,143.0
304,304,304,4.0,Cruas-Meysse,2016-03-11,2016-07-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-associe-a-la-visite-decennale-du-reacteur-4,Cruas-Meysse_4,,134.0
305,305,305,1.0,Belleville-sur-Loire,2016-03-25,2016-06-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-186,Belleville-sur-Loire_1,,75.0
306,306,306,2.0,Chooz,2016-05-12,2016-06-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-294,Chooz_2,,40.0
307,307,307,1.0,Golfech,2016-05-06,2016-06-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-1,Golfech_1,,40.0
308,308,308,4.0,Cattenom,2016-02-19,2016-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-440,Cattenom_4,,105.0
309,309,309,1.0,Civaux,2016-12-03,2016-05-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-17,Civaux_1,,-195.0
310,310,310,1.0,Penly,2016-04-15,2016-05-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-n-13,Penly_1,,44.0
311,311,311,4.0,Gravelines,2016-04-01,2016-05-20,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-439,Gravelines_4,,49.0
312,312,312,1.0,Fessenheim,2016-02-05,2016-05-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-185,Fessenheim_1,,89.0
313,313,313,4.0,Paluel,2016-02-12,2016-05-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-42,Paluel_4,,88.0
314,314,314,2.0,Tricastin,2016-03-25,2016-05-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-29,Tricastin_2,,37.0
315,315,315,6.0,Gravelines,2016-01-22,2016-03-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-67,Gravelines_6,,57.0
316,316,316,2.0,Blayais,2016-02-05,2016-03-10,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-simple-rechargement-du-reacteur-2,Blayais_2,,34.0
317,317,317,2.0,Cruas-Meysse,2015-10-09,2015-12-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-293,Cruas-Meysse_2,,80.0
318,318,318,3.0,Dampierre-en-Burly,2015-09-25,2015-12-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-344,Dampierre-en-Burly_3,,69.0
319,319,319,2.0,Chinon,2015-10-02,2015-12-15,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-sans-renouvellement-des-assemblages-de-combustible-du-reacteur-n-2,Chinon_2,,74.0
320,320,320,2.0,Flamanville,2015-08-21,2015-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-25,Flamanville_2,,93.0
321,321,321,2.0,Gravelines,2015-08-21,2015-12-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-292,Gravelines_2,,110.0
322,322,322,4.0,Tricastin,2015-09-25,2015-11-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-438,Tricastin_4,,63.0
323,323,323,3.0,Chinon,2015-08-21,2015-11-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-33,Chinon_3,,98.0
324,324,324,2.0,Saint-Laurent-des-Eaux,2015-09-11,2015-11-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-291,Saint-Laurent-des-Eaux_2,,72.0
325,325,325,2.0,Nogent-sur-Seine,2015-09-11,2015-11-14,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-290,Nogent-sur-Seine_2,,64.0
326,326,326,1.0,Saint-Alban,2015-09-18,2015-10-19,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-184,Saint-Alban_1,,31.0
327,327,327,1.0,Saint-Laurent-des-Eaux,2015-04-10,2015-09-09,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-183,Saint-Laurent-des-Eaux_1,,152.0
328,328,328,1.0,Chooz,2015-09-11,2015-10-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-16,Chooz_1,,36.0
329,329,329,3.0,Gravelines,2015-09-04,2015-10-08,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-32,Gravelines_3,,34.0
330,330,330,4.0,Blayais,2015-05-20,2015-10-13,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-4,Blayais_4,,146.0
331,331,331,2.0,Golfech,2015-07-31,2015-10-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-28,Golfech_2,,64.0
332,332,332,3.0,Cruas-Meysse,2015-08-28,2015-10-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-343,Cruas-Meysse_3,,35.0
333,333,333,2.0,Cattenom,2015-08-21,2015-10-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-289,Cattenom_2,,44.0
334,334,334,3.0,Blayais,2014-07-24,2015-09-28,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-decennale-du-reacteur-3,Blayais_3,,431.0
335,335,335,1.0,Tricastin,2015-07-10,2015-10-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-15,Tricastin_1,,85.0
336,336,336,4.0,Dampierre-en-Burly,2015-07-03,2015-08-23,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-43,Dampierre-en-Burly_4,,51.0
337,337,337,1.0,Cruas-Meysse,2015-03-27,2015-09-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-14,Cruas-Meysse_1,,179.0
338,338,338,1.0,Dampierre-en-Burly,2015-06-26,2015-09-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-182,Dampierre-en-Burly_1,,73.0
339,339,339,1.0,Chinon,2015-06-12,2015-09-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-13,Chinon_1,,86.0
340,340,340,1.0,Gravelines,2015-05-22,2015-08-31,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/Arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-181,Gravelines_1,,101.0
341,341,341,2.0,Civaux,2015-04-24,2015-07-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-27,Civaux_2,,94.0
342,342,342,1.0,Flamanville,2015-04-10,2015-07-12,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-n-17,Flamanville_1,,93.0
343,343,343,3.0,Tricastin,2015-06-05,2015-07-06,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-342,Tricastin_3,,31.0
344,344,344,4.0,Bugey,2015-05-29,2015-07-04,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-437,Bugey_4,,36.0
345,345,345,3.0,Cattenom,2015-06-05,2015-07-05,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-341,Cattenom_3,,30.0
346,346,346,4.0,Gravelines,2015-03-20,2015-05-29,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-436,Gravelines_4,,70.0
347,347,347,4.0,Chinon,2015-05-01,2015-06-02,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-435,Chinon_4,,32.0
348,348,348,1.0,Nogent-sur-Seine,2015-04-04,2015-06-17,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-180,Nogent-sur-Seine_1,,74.0
349,349,349,1.0,Cattenom,2015-02-13,2015-06-21,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-179,Cattenom_1,,128.0
350,350,350,5.0,Gravelines,2015-04-10,2015-05-26,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-513,Gravelines_5,,46.0
351,351,351,4.0,Cruas-Meysse,2015-05-01,2015-06-07,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-434,Cruas-Meysse_4,,37.0
352,352,352,2.0,Dampierre-en-Burly,2015-04-24,2015-05-22,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-287,Dampierre-en-Burly_2,,28.0
353,353,353,2.0,Belleville-sur-Loire,2015-04-03,2015-06-03,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-288,Belleville-sur-Loire_2,,61.0
354,354,354,2.0,Tricastin,2015-03-13,2015-06-01,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-286,Tricastin_2,,80.0
355,355,355,1.0,Blayais,2015-04-23,2015-05-24,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-maintenance-et-rechargement-en-combustible-du-reacteur-n-178,Blayais_1,,31.0
356,356,356,3.0,Paluel,2015-01-30,2015-04-27,https://www.asn.fr/l-asn-controle/actualites-du-controle/installations-nucleaires/arret-de-reacteurs-de-centrales-nucleaires/arret-pour-visite-partielle-du-reacteur-3,Paluel_3,,87.0
